user_id,age_group,gender,account_tenure,customer_tier,spending_persona,preferred_method,user_home_city,user_total_txns,user_total_spend,user_avg_txn_amount,user_failure_rate_pct,user_spending_tier
USR00469,35-44,Male,0-6 months,Regular,High Spender,UPI,Delhi,132,2429234.48,19911.76,6.06,Very High
USR00281,18-24,Male,1-2 years,Premium,Moderate,Credit Card,Delhi,112,539930.43,5293.44,6.25,Very High
USR00362,25-34,Female,1-2 years,Regular,Moderate,Credit Card,Delhi,114,701925.77,6949.76,7.02,Very High
USR00166,25-34,Male,2-5 years,New,Moderate,UPI,Hyderabad,107,721466.67,7287.54,6.54,Very High
USR00135,25-34,Female,1-2 years,Premium,High Spender,UPI,Jaipur,134,1895003.15,16059.35,9.7,Very High
USR00463,55+,Female,5+ years,Regular,High Spender,Mobile Wallet,Mumbai,116,997372.14,9590.12,7.76,Very High
USR00452,45-54,Female,2-5 years,Premium,High Spender,Credit Card,Delhi,126,1350010.03,11946.99,3.97,Very High
USR00080,45-54,Female,6-12 months,VIP,High Spender,UPI,Ahmedabad,110,1257894.19,13381.85,12.73,Very High
USR00085,18-24,Female,6-12 months,Regular,High Spender,UPI,Bangalore,121,1191216.92,11132.87,9.09,Very High
USR00464,18-24,Female,5+ years,Premium,High Spender,Debit Card,Delhi,107,1339827.45,14563.34,12.15,Very High
USR00194,55+,Female,2-5 years,New,Budget,Debit Card,Hyderabad,128,286219.66,2650.18,8.59,Very High
USR00020,18-24,Male,0-6 months,Premium,High Spender,UPI,Indore,106,1427318.96,14417.36,4.72,Very High
USR00122,35-44,Female,5+ years,New,Budget,Debit Card,Bangalore,117,476839.02,4456.44,6.84,Very High
USR00236,25-34,Female,6-12 months,Regular,Moderate,UPI,Chennai,130,975985.78,8271.07,7.69,Very High
USR00280,35-44,Male,6-12 months,Regular,Moderate,Debit Card,Hyderabad,124,965149.08,8392.6,6.45,Very High
USR00082,35-44,Female,2-5 years,Regular,High Spender,Mobile Wallet,Coimbatore,122,1399164.0,12492.54,8.2,Very High
USR00474,35-44,Male,1-2 years,Premium,Budget,Net Banking,Delhi,140,677951.28,5255.44,7.14,Very High
USR00449,25-34,Female,5+ years,VIP,Budget,Net Banking,Bangalore,113,397315.64,3748.26,3.54,Very High
USR00416,45-54,Female,5+ years,New,High Spender,Mobile Wallet,Chennai,102,1135896.46,12482.38,4.9,Very High
USR00382,25-34,Female,1-2 years,Premium,High Spender,UPI,Bangalore,133,1728259.65,14050.89,5.26,Very High
USR00340,25-34,Male,2-5 years,Regular,Moderate,UPI,Pune,109,877094.34,8770.94,5.5,Very High
USR00409,18-24,Female,6-12 months,Regular,Moderate,Credit Card,Lucknow,119,515874.66,4866.74,9.24,Very High
